formulaRank,molecularFormula,adduct.x,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality,target_Compound,adduct.y,MetaboAnnotation_status
1,C18H15O4P,[M + H]+,C18H16O4P+,Shikimates and Phenylpropanoids,0.527,Flavonoids,0.014,Chalcones,0.006,Organic acids and derivatives,0.971,Organic phosphoric acids and derivatives,0.983,Phosphate esters,0.974,Aryl phosphates,0.921,Aryl phosphotriesters,0.974,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphotriesters; Phenoxy compounds; Chemical entities,327.079,456,7.6,801747432042204400,801746920802521100,17082,NA,NA,NA,FALSE
1,C12H27O4P,[M + H]+,C12H28O4P+,Fatty acids,0.974,Fatty acyls,0.208,Dolichols,0.106,Organic acids and derivatives,0.997,Organic phosphoric acids and derivatives,0.996,Phosphate esters,0.994,Alkyl phosphates,0.984,Trialkyl phosphates,0.934,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Trialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,267.173,456,7.607,801747427751429200,801746920852852700,17096,NA,NA,NA,FALSE
1,C17H33NO2,[M + H]+,C17H34NO2+,Fatty acids,0.999,Fatty amides,0.979,Primary amides,0.853,Lipids and lipid-like molecules,0.677,Fatty Acyls,0.738,NA,NA,NA,NA,Fatty Acyls,0.738,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,284.259,456,7.607,801747428011476200,801746920878018600,17045,NA,NA,NA,FALSE
1,C9H14O2,[M + H3N + H]+,C9H18NO2+,Fatty acids,0.957,Fatty Acids and Conjugates,0.727,Unsaturated fatty acids,0.76,Lipids and lipid-like molecules,0.556,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.556,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,172.134,457,7.617,801747431945735300,801746920903184400,17173,NA,NA,NA,FALSE
1,C14H24O,[M + H3N + H]+,C14H28NO+,Fatty acids,0.892,Fatty acyls,0.907,Fatty aldehydes,0.554,Lipids and lipid-like molecules,0.512,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.512,Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,226.217,458,7.628,801747430028937900,801746920928350200,17114,NA,NA,NA,FALSE
1,C18H35NO3,[M + K]+,C18H35KNO3+,Fatty acids,0.997,Fatty amides,0.84,Nitro fatty acids,0.422,Lipids and lipid-like molecules,0.913,Fatty Acyls,0.917,Fatty amides,0.694,N-acyl amines,0.647,N-acyl amines,0.647,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,352.227,458,7.632,801747425012546600,801746920953516e3,17178,NA,NA,NA,FALSE
1,C18H33NO2,[M - H2O + H]+,C18H32NO+,Fatty acids,1,Fatty amides,1,N-acyl ethanolamines (endocannabinoids),0.962,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.189,Alkanolamines,0.467,N-acylethanolamines,0.651,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acylethanolamines; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,278.249,458,7.636,801747436651747e3,801746920978681900,17137,NA,NA,NA,FALSE
1,C18H30O,[M + H]+,C18H31O+,Fatty acids,0.989,Fatty acyls,0.983,Fatty alcohols,0.497,Lipids and lipid-like molecules,0.616,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.616,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,263.238,458,7.638,801747428649010800,801746921003847800,17203,NA,NA,NA,FALSE
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.999,Fatty amides,0.826,Nitro fatty acids,0.316,Lipids and lipid-like molecules,0.926,Fatty Acyls,0.943,Fatty amides,0.772,N-acyl amines,0.663,N-acyl amines,0.663,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,458,7.639,801747425117404400,801746921029013600,17174,NA,NA,NA,FALSE
1,C20H42N2O3,[M + H]+,C20H43N2O3+,Fatty acids,1,Fatty amides,0.999,N-acyl amines,0.96,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.859,Amino acids and derivatives,0.858,N-acyl-alpha amino acids,0.716,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",359.328,459,7.643,801747432218365300,801746921054179500,17190,NA,NA,NA,FALSE
1,C18H30O,[M + H3N + H]+,C18H34NO+,Fatty acids,0.679,Fatty acyls,0.626,Fatty alcohols,0.2,Lipids and lipid-like molecules,0.812,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.812,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,280.264,459,7.643,801747428594484700,801746921079345300,17177,NA,NA,NA,FALSE
1,C8H12O2,[M + H]+,C8H13O2+,Fatty acids,0.903,Fatty Acids and Conjugates,0.694,Unsaturated fatty acids,0.761,Organic acids and derivatives,0.879,Carboxylic acids and derivatives,0.892,Carboxylic acids,0.721,NA,NA,Carboxylic acids,0.721,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,141.091,459,7.647,801747425956266100,801746921108705400,17226,NA,NA,NA,FALSE
1,C19H41N,[M + H]+,C19H42N+,Fatty acids,0.945,Fatty acyls,0.771,Sphingoid bases,0.404,Organic nitrogen compounds,0.999,Organonitrogen compounds,0.999,Amines,0.831,NA,NA,Amines,0.831,Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,284.332,459,7.653,801747428745479800,801746921163231400,17207,NA,NA,NA,FALSE
1,C18H26ClFO5,[M + Na]+,C18H26ClFNaO5+,Fatty acids,0.839,Eicosanoids,0.161,Halogenated fatty acids,0.049,Lipids and lipid-like molecules,0.856,Fatty Acyls,0.685,Fatty acid esters,0.54,NA,NA,Fatty acid esters,0.54,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Fatty acid esters; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,399.135,459,7.654,801747439084444700,801746921188397200,17212,NA,NA,NA,FALSE
1,C24H50NO7P,[M + H]+,C24H51NO7P+,Fatty acids,0.998,Glycerophospholipids,1,Glycerophosphocholines,0.998,Lipids and lipid-like molecules,0.97,Glycerophospholipids,0.995,Glycerophosphocholines,0.991,Lysophosphatidylcholines,0.946,1-acyl-sn-glycero-3-phosphocholines,0.945,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,496.344,460,7.659,801747425926905900,801746921213563e3,17188,NA,NA,NA,FALSE
1,C8H15NO2,[M + H]+,C8H16NO2+,Amino acids and Peptides,0.996,Small peptides,0.998,Aminoacids,0.998,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.982,Amino acids and derivatives,0.982,Amino acids,0.967,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",158.118,460,7.662,801747441361953e3,801746921242923100,17245,NA,NA,NA,FALSE
1,C18H33NO2,[M + K]+,C18H33KNO2+,Fatty acids,0.799,Fatty amides,0.234,N-acyl ethanolamines (endocannabinoids),0.113,Lipids and lipid-like molecules,0.508,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.508,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,334.217,460,7.664,801747428334437800,801746921268089e3,17283,NA,NA,NA,FALSE
1,C18H33NO2,[M + H]+,C18H34NO2+,Fatty acids,1,Fatty amides,0.974,Primary amides,0.974,Lipids and lipid-like molecules,0.97,Fatty Acyls,0.97,Fatty acids and conjugates,0.611,NA,NA,Fatty acids and conjugates,0.611,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,296.259,460,7.67,801747429458512e3,801746921297449100,17230,NA,NA,NA,FALSE
1,C19H38N2O2,[M + H]+,C19H39N2O2+,Fatty acids,0.995,Fatty Acids and Conjugates,0.761,Nitro fatty acids,0.231,Lipids and lipid-like molecules,0.91,Fatty Acyls,0.912,Fatty acids and conjugates,0.76,Long-chain fatty acids,0.65,Long-chain fatty acids,0.65,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,327.302,461,7.675,801747425524252300,801746921322614900,17282,NA,NA,NA,FALSE
1,C20H40N2O2,[M + H]+,C20H41N2O2+,Fatty acids,0.998,Fatty amides,0.935,N-acyl ethanolamines (endocannabinoids),0.724,Lipids and lipid-like molecules,0.932,Fatty Acyls,0.929,Fatty amides,0.857,N-acyl amines,0.821,N-acyl amines,0.821,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,341.318,461,7.692,801747426182758700,801746921398112400,17285,NA,NA,NA,FALSE
1,C17H33NO2,[M - H2O + H]+,C17H32NO+,Fatty acids,1,Fatty amides,0.995,N-acyl ethanolamines (endocannabinoids),0.955,Lipids and lipid-like molecules,0.74,Fatty Acyls,0.806,Fatty amides,0.647,NA,NA,Fatty amides,0.647,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,266.249,462,7.698,801747426220507400,801746921448444e3,17247,NA,NA,NA,FALSE
1,C16H29N3O,[M + H]+,C16H30N3O+,Fatty acids,0.853,Fatty amides,0.762,Primary amides,0.685,Lipids and lipid-like molecules,0.675,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.675,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,280.236,462,7.7,801747429420763300,801746921473609900,17270,NA,NA,NA,FALSE
1,C18H32O3,[M - H2O + H]+,C18H31O2+,Fatty acids,1,Octadecanoids,0.905,Other Octadecanoids,0.967,Lipids and lipid-like molecules,0.992,Fatty Acyls,0.989,Lineolic acids and derivatives,0.514,NA,NA,Lineolic acids and derivatives,0.514,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,279.233,462,7.701,801747427076145900,80174692150297e4,17296,NA,NA,NA,FALSE
1,C17H16O,[M + H]+,C17H17O+,Shikimates and Phenylpropanoids,0.988,Diarylheptanoids,0.699,Linear diarylheptanoids,0.522,Benzenoids,0.999,Benzene and substituted derivatives,0.955,NA,NA,NA,NA,Benzene and substituted derivatives,0.955,Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,237.128,465,7.744,801747433820590500,801746921528135800,17386,NA,NA,NA,FALSE
1,C18H37NO2,[M + H]+,C18H38NO2+,Fatty acids,1,Spingolipids,0.849,Sphingoid bases,0.965,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.928,Alkanolamines,0.926,"1,2-aminoalcohols",0.9,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",300.291,466,7.771,801747432218365300,801746921578467500,17423,NA,NA,NA,FALSE
1,C18H37NO2,[M - H2O + H]+,C18H36NO+,Fatty acids,1,Fatty amides,1,Primary amides,1,Lipids and lipid-like molecules,0.903,Fatty Acyls,0.911,Fatty amides,0.864,NA,NA,Fatty amides,0.864,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,282.28,467,7.778,801747429718559100,801746921603633300,17418,NA,NA,NA,FALSE
