formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C18H35NO3,[M - H2O + H]+,C18H34NO2+,Fatty acids,1.000,Fatty Acids and Conjugates,0.871,Nitro fatty acids,0.880,Lipids and lipid-like molecules,0.967,Fatty Acyls,0.973,Fatty acids and conjugates,0.839,Long-chain fatty acids,0.736,Long-chain fatty acids,0.736,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,296.259,453,7.555,801747421199921581,801746920357924806,16962,
1,C30H40O6,[M + H]+,C30H41O6+,Terpenoids,1.000,Steroids,0.991,Ergostane steroids,0.993,Lipids and lipid-like molecules,0.996,Steroids and steroid derivatives,0.993,Steroid lactones,0.928,Withanolides and derivatives,0.966,Withanolides and derivatives,0.966,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Epoxides; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Oxosteroids; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Withanolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",497.291,454,7.559,801747431396281112,801746920383090635,17012,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.995,Fatty Acids and Conjugates,0.685,Nitro fatty acids,0.432,Lipids and lipid-like molecules,0.916,Fatty Acyls,0.929,Fatty acids and conjugates,0.593,,,Fatty acids and conjugates,0.593,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,454,7.560,801747424584727200,801746920408256464,16977,
1,C19H40N2O3,[M + H]+,C19H41N2O3+,Fatty acids,0.999,Fatty amides,0.948,N-acyl amines,0.481,Lipids and lipid-like molecules,0.969,Fatty Acyls,0.958,Fatty amides,0.834,N-acyl amines,0.710,N-acyl amines,0.710,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Straight chain fatty acids; Unsaturated fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,345.312,454,7.563,801747425360674297,801746920437616597,17168,
1,C9H19NO3,[M - H2O + H]+,C9H18NO2+,Amino acids and Peptides,0.987,Small peptides,0.989,Aminoacids,0.985,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.984,Amino acids and derivatives,0.984,Gamma amino acids and derivatives,0.562,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",172.134,454,7.566,801747425553612508,801746920462782426,16984,
1,C8H12,[M + H]+,C8H13+,Fatty acids,0.719,Fatty acyls,0.717,Hydrocarbons,0.182,Hydrocarbons,0.988,Unsaturated hydrocarbons,0.922,Olefins,0.539,,,Olefins,0.539,Organic compounds; Hydrocarbons; Olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities,109.102,454,7.569,801747420654661762,801746920487948255,17005,
1,C18H28O3,[M + H]+,C18H29O3+,Terpenoids,0.590,Octadecanoids,0.545,Phytane diterpenoids,0.494,Lipids and lipid-like molecules,0.889,Fatty Acyls,0.675,Fatty acids and conjugates,0.626,,,Fatty acids and conjugates,0.626,Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,293.211,454,7.571,801747610392464093,801746920513114084,17002,
1,C18H28O,[M + H3N + H]+,C18H32NO+,Fatty acids,0.782,Fatty acyls,0.739,Fatty aldehydes,0.206,Lipids and lipid-like molecules,0.782,,,,,,,Lipids and lipid-like molecules,0.782,Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,278.249,454,7.575,801747615211720088,801746920563445742,16892,
1,C18H30O2,[M + H]+,C18H31O2+,Fatty acids,1.000,Fatty Acids and Conjugates,0.954,Unsaturated fatty acids,0.971,Lipids and lipid-like molecules,0.988,Fatty Acyls,0.984,Lineolic acids and derivatives,0.762,,,Lineolic acids and derivatives,0.762,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,279.233,455,7.578,801747620022587038,801746920592805875,16944,
1,C10H12O2,[M + H]+,C10H13O2+,Terpenoids,0.714,Sesquiterpenoids,0.278,Cinnamic acids and derivatives,0.156,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Carbonyl compounds,0.785,,,Carbonyl compounds,0.785,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,165.092,455,7.583,801747581690835724,801746920622166008,17040,
1,C14H20O2,[M + H]+,C14H21O2+,Polyketides,0.413,Sesquiterpenoids,0.134,Bisabolane sesquiterpenoids,0.063,Benzenoids,0.991,Benzene and substituted derivatives,0.966,Phenylpropanes,0.949,,,Phenylpropanes,0.949,Organic compounds; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,221.154,455,7.584,801747583557301338,801746920647331837,17044,
1,C9H19N,[M + H]+,C9H20N+,Alkaloids,0.877,Lysine alkaloids,0.740,Piperidine alkaloids,0.766,Organic nitrogen compounds,1.000,Organonitrogen compounds,1.000,Amines,0.939,Secondary amines,0.555,Dialkylamines,0.595,Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,142.159,455,7.586,801747425608138557,801746920672497666,17152,
1,C15H33N3O5,[M - H2O + H]+,C15H32N3O4+,Amino acids and Peptides,0.858,Small peptides,0.868,Dipeptides,0.678,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.838,Amino acids and derivatives,0.825,N-acyl-alpha amino acids,0.661,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",318.242,455,7.587,801747433451491568,801746920701857799,16945,
1,C36H68N2O5,[M + Na]+,C36H68N2NaO5+,Fatty acids,1.000,Spingolipids,0.994,Ceramides,0.904,Lipids and lipid-like molecules,0.987,Sphingolipids,0.852,Ceramides,0.859,,,Ceramides,0.859,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,631.506,456,7.593,801747427411690346,801746920752189457,17165,
1,C9H14O2,[M + H]+,C9H15O2+,Fatty acids,0.988,Fatty Acids and Conjugates,0.705,Unsaturated fatty acids,0.789,Organic acids and derivatives,0.711,Carboxylic acids and derivatives,0.744,Carboxylic acids,0.599,,,Carboxylic acids,0.599,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,155.107,456,7.596,801747423733282841,801746920777355286,17154,
1,C18H15O4P,[M + H]+,C18H16O4P+,Shikimates and Phenylpropanoids,0.527,Flavonoids,0.014,Chalcones,0.006,Organic acids and derivatives,0.971,Organic phosphoric acids and derivatives,0.983,Phosphate esters,0.974,Aryl phosphates,0.921,Aryl phosphotriesters,0.974,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphotriesters; Phenoxy compounds; Chemical entities,327.079,456,7.600,801747432042204379,801746920802521115,17082,
1,C12H27O4P,[M + H]+,C12H28O4P+,Fatty acids,0.974,Fatty acyls,0.208,Dolichols,0.106,Organic acids and derivatives,0.997,Organic phosphoric acids and derivatives,0.996,Phosphate esters,0.994,Alkyl phosphates,0.984,Trialkyl phosphates,0.934,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Trialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,267.173,456,7.607,801747427751429187,801746920852852773,17096,
1,C17H33NO2,[M + H]+,C17H34NO2+,Fatty acids,0.999,Fatty amides,0.979,Primary amides,0.853,Lipids and lipid-like molecules,0.677,Fatty Acyls,0.738,,,,,Fatty Acyls,0.738,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,284.259,456,7.607,801747428011476218,801746920878018602,17045,
1,C9H14O2,[M + H3N + H]+,C9H18NO2+,Fatty acids,0.957,Fatty Acids and Conjugates,0.727,Unsaturated fatty acids,0.760,Lipids and lipid-like molecules,0.556,,,,,,,Lipids and lipid-like molecules,0.556,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,172.134,457,7.617,801747431945735332,801746920903184431,17173,
1,C14H24O,[M + H3N + H]+,C14H28NO+,Fatty acids,0.892,Fatty acyls,0.907,Fatty aldehydes,0.554,Lipids and lipid-like molecules,0.512,,,,,,,Lipids and lipid-like molecules,0.512,Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,226.217,458,7.628,801747430028937832,801746920928350260,17114,
1,C18H35NO3,[M + K]+,C18H35KNO3+,Fatty acids,0.997,Fatty amides,0.840,Nitro fatty acids,0.422,Lipids and lipid-like molecules,0.913,Fatty Acyls,0.917,Fatty amides,0.694,N-acyl amines,0.647,N-acyl amines,0.647,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,352.227,458,7.632,801747425012546598,801746920953516089,17178,
1,C18H33NO2,[M - H2O + H]+,C18H32NO+,Fatty acids,1.000,Fatty amides,1.000,N-acyl ethanolamines (endocannabinoids),0.962,Organic nitrogen compounds,1.000,Organonitrogen compounds,1.000,Amines,0.189,Alkanolamines,0.467,N-acylethanolamines,0.651,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acylethanolamines; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,278.249,458,7.636,801747436651746910,801746920978681918,17137,
1,C18H30O,[M + H]+,C18H31O+,Fatty acids,0.989,Fatty acyls,0.983,Fatty alcohols,0.497,Lipids and lipid-like molecules,0.616,,,,,,,Lipids and lipid-like molecules,0.616,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,263.238,458,7.638,801747428649010767,801746921003847747,17203,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.999,Fatty amides,0.826,Nitro fatty acids,0.316,Lipids and lipid-like molecules,0.926,Fatty Acyls,0.943,Fatty amides,0.772,N-acyl amines,0.663,N-acyl amines,0.663,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,458,7.639,801747425117404357,801746921029013576,17174,
1,C20H42N2O3,[M + H]+,C20H43N2O3+,Fatty acids,1.000,Fatty amides,0.999,N-acyl amines,0.960,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.859,Amino acids and derivatives,0.858,N-acyl-alpha amino acids,0.716,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",359.328,459,7.643,801747432218365313,801746921054179405,17190,
1,C18H30O,[M + H3N + H]+,C18H34NO+,Fatty acids,0.679,Fatty acyls,0.626,Fatty alcohols,0.200,Lipids and lipid-like molecules,0.812,,,,,,,Lipids and lipid-like molecules,0.812,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,280.264,459,7.643,801747428594484775,801746921079345234,17177,
