Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
9538,9.862,572.42175,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6,Orbi_P_E2_EXBLANKA,572.42175:27327 573.4251:0 574.42846:801495,,81996,0,0,0,0,0,0,0,0,13665.9192708333,0,33474.5290796092,0
9539,7.852,572.43915,Unknown,[M+H]+,,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.08,Orbi_P_E2_EXBLANKA,572.43915:145084 573.4425:58667 574.44586:13023,,608620,248644,293711,228125,263361,194156,275092,183253,248092,306103.0625,235478.932291667,151928.523363101,47201.0244042503
9540,7.635,572.45447,Unknown,[M+H]+,,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.93,Orbi_P_E2_WS03C,572.45447:45059 573.45782:18015 574.46118:0,,26235,67623,74832,38466,45409,71022,139417,175551,220014,53931.1575520833,178327.229166667,19976.4332562283,40369.855027698
9541,11.273,572.45483,Unknown,[2M+3H2O+2H]+,adduct linked to 214_[M-C6H10O4+H]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,50.55,Orbi_P_E2_EXBLANKA,572.45483:230304 573.45818:86830 574.46154:10229,70.63219:2955 71.0864:26507,957233,0,3130,0,4420,1835,9156,18776,5796,161103.187744141,11242.7023111979,390026.322163556,6737.11257145175
9542,0.467,572.75232,Unknown,[M+2K-H]+,adduct linked to 9202_[M+2Na-H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,182.05,Orbi_P_E2_WS03C,572.75232:21049 573.75567:0 574.75903:0,,0,0,0,0,0,0,0,29982,35995,0,21992.5813802083,0,19281.9642609553
9543,11.646,572.82678,Unknown,[M+Li]+,adduct linked to 9476_[M+H]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,152.52,Orbi_P_E2_WS03A,572.82678:191693 573.83013:0 574.83349:0,,69777,259842,252132,73768,259891,223560,297694,256544,269846,189828.278645833,274694.739583333,92425.6686198939,20999.4555467073
9544,0.468,572.8327,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,33.89,Orbi_P_E2_WS03A,572.8327:58854 573.83605:0 574.83941:0,,0,0,0,0,0,0,130562,76911,39429,0,82300.6197916667,0,45805.2650157688
9545,2.03,573.18121,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,221.17,Orbi_P_E2_WS03B,573.18121:11058 574.18456:0 575.18792:0,,0,0,0,0,0,0,19376,25830,20708,0,21971.587890625,0,3407.40306064417
9546,3.132,573.20697,Unknown,[2M+K]+,adduct linked to 9720_[2M+3H2O+2H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.11,Orbi_P_E2_WS03A,573.20697:181456 574.21032:62846 575.21368:12831,61.57734:2899 393.52512:3258,0,0,0,0,0,0,524454,506097,499578,0,510042.791666667,0,12898.9620215251
9547,2.948,573.20752,Unknown,[2M+K]+,adduct linked to 4171_[M+NH4]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,1013.65,Orbi_P_E2_WS03A,573.20752:77802 574.21087:32372 575.21423:0,,0,0,0,0,0,0,181491,172780,155664,0,169978.145833333,0,13139.6935720758
9548,6.123,573.21527,Unknown,[M+Na]+,adduct linked to 9493_[M+NH4]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.87,Orbi_P_E2_WS03B,573.21527:80942 574.21862:30265 575.22198:11310,,0,0,0,0,0,0,282380,316666,263564,0,287536.510416667,0,26923.8311786466
9549,4.714,573.21545,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.72,Orbi_P_E2_WS03B,573.21545:38777 574.2188:11260 575.22216:9928,,0,0,0,0,0,0,109969,121214,114578,0,115253.533854167,0,5652.87216200871
9550,8.966,573.35992,Unknown,[M+H]2+,adduct linked to 11389_[M+H-H2O]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,102.05,Orbi_P_E2_EXBLANKA,573.36115:422951 574.3645:138903 575.36786:19025,86.03783:2636 89.06058:40426,2684694,2847913,1727348,1743221,1744864,2459238,1865234,2648703,1807338,2201212.875,2107091.625,521749.404546366,469941.631477334
9551,8.639,573.41138,Unknown,[M+H]+,,0.778,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.37,Orbi_P_E2_EXBLANKA,573.41138:75363 574.41473:18721 575.41809:0,,241099,130128,111560,108385,117354,123193,135032,123147,127970,138619.923177083,128716.244791667,50814.9029753014,5977.3811052603
9552,11.341,573.41809,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.32,Orbi_P_E2_EXBLANKA,573.41809:85378 574.42144:18208 575.4248:0,,348549,0,2091,0,0,0,0,0,1467,58439.9153645833,489.066243489583,142126.107253003,847.08758199081
9553,2.53,574.27246,Unknown,[2M+ACN+Na]+,adduct linked to 3818_[M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,160.12,Orbi_P_E2_WS03A,574.27258:1198237 575.27593:398857 576.27929:113078,60.79972:2910 69.03429:9407 73.02929:27226 115.03933:29075 133.04976:63077 199.05928:4322,0,0,0,0,0,0,3080689,3077814,2952863,0,3037122,0,72984.5972504644
9554,2.586,574.27252,Unknown,[M+ACN+Na]+,adduct linked to 9290_[M+H+K]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,68.84,Orbi_P_E2_WS03A,574.27264:457530 575.27599:156413 576.27935:38115,57.03441:4060 67.084:2907 73.02922:21980 97.02898:25449 115.03951:27180 127.03931:26284,0,0,0,0,0,0,1383398,1466520,1376931,0,1408949.70833333,0,49961.9876164203
9555,9.738,574.32422,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.29,Orbi_P_E2_WS03A,574.32422:29725 575.32757:0 576.33093:0,,0,0,0,0,0,0,190440,85838,57846,0,111374.453125,0,69888.4627729559
9556,3.579,574.33893,Unknown,[M+H]+,similar chromatogram in higher mz_10457,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.17,Orbi_P_E2_WS03C,574.33893:62881 575.34228:26872 576.34564:0,,0,0,0,0,0,0,162685,166860,185151,0,171565.520833333,0,11949.2928653546
9557,3.482,574.33917,Unknown,[M+3ACN+2H]+,adduct linked to 11286_[2M+ACN+Na]+; adduct linked to 11072_[M+2ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,15.84,Orbi_P_E2_WS03A,574.33917:115894 575.34252:48495 576.34588:9093,,0,0,0,0,0,0,333173,322160,296395,0,317242.802083333,0,18875.8382225231
9558,3.824,574.33954,Unknown,[M+H]+,adduct linked to 10377_[M+IsoProp+Na+H]+; adduct linked to 10207_[M+IsoProp+H]+; adduct linked to 10343_[M+DMSO+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.37,Orbi_P_E2_WS03B,574.33954:34502 575.34289:13273 576.34625:0,,2374,0,0,0,0,0,159619,166616,115756,395.677652994792,147330.372395833,969.208352459264,27567.1206685295
9559,7.729,574.35156,Unknown,[M+ACN+Na]+,adduct linked to 8588_[M+H-H2O]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,21.58,Orbi_P_E2_EXBLANKA,574.35156:82281 575.35491:32934 576.35827:0,,301732,298171,302797,282343,251717,316243,331776,343261,300110,292167.151041667,325049.166666667,22595.8087305082,22348.1003125417
9560,9.557,574.39246,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.9,Orbi_P_E2_EXBLANKA,574.39246:31156 575.39581:0 576.39917:0,,100807,0,0,0,0,0,0,0,0,16801.1080729167,0,41154.141892001,0
9561,9.33,574.39734,Unknown,[M+K]+,adduct linked to 9992_[M+DMSO+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.1,Orbi_P_E2_EXBLANKA,574.39734:48563 575.40069:15263 576.40405:0,,133175,3328,4757,5012,11773,7532,7160,12530,7454,27596.0870768229,9048.14176432292,51808.4700683389,3018.97237557209
9562,10.045,574.4079,Unknown,[M+H]+,,0.556,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,37.58,Orbi_P_E2_EXBLANKA,574.4079:914713 575.41125:252244 576.41461:27811,87.04493:76590 113.06035:4739 131.071:14450,2999160,59752,90157,0,0,0,50211,85369,89214,524844.830078125,74931.3919270833,1212756.33454669,21494.6009034246
9563,9.867,574.4342,Unknown,[M+DMSO+H]+,adduct linked to 8619_[M+H]+; adduct linked to 10113_[M+IsoProp+Na+H]+,0.556,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,107.59,Orbi_P_E2_EXBLANKA,574.4342:685649 575.43755:300444 576.44091:52784,62.88763:3027 85.10195:7365,3109064,22908,29577,0,0,0,52811,67822,46083,526924.854817708,55572.11328125,1265051.51191628,11129.6266489184
9564,8.936,574.86505,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,36.94,Orbi_P_E2_EXBLANKC,574.86505:35823 575.8684:0 576.87176:0,,153657,217763,99035,69111,69002,148311,86449,71367,61760,126146.576822917,73192.29296875,58129.7966582488,12445.1543965621
9565,0.462,574.87476,Unknown,[M+DMSO+H]+,adduct linked to 9202_[M+2Na-H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.63,Orbi_P_E2_WS03B,574.87476:13979 575.87811:0 576.88147:0,,14288,0,0,0,0,0,6324,23704,19020,2381.38932291667,16349.7097981771,5833.18872005775,8992.61964563135
9566,2.497,575.17474,Unknown,[M+Na]+,adduct linked to 9336_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,763.87,Orbi_P_E2_WS03C,575.17474:72701 576.17809:28055 577.18145:15192,,0,0,0,0,0,0,323443,304893,297521,0,308619.125,0,13356.3535719618
9567,2.553,575.17596,Unknown,[M+H+K]+,adduct linked to 6495_[M+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,905.18,Orbi_P_E2_WS03B,575.17596:78672 576.17931:31704 577.18267:8487,,0,0,0,0,0,0,244770,249153,235251,0,243057.791666667,0,7107.52937671746
9568,5.326,575.23059,Unknown,[M+NH4]+,adduct linked to 8970_[M+H-2H2O]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,45.11,Orbi_P_E2_WS03A,575.23071:349760 576.23406:113024 577.23742:38777,74.37082:3278 237.16441:45332 283.17053:13580,0,0,0,0,0,0,1313856,1407676,1297435,0,1339655.375,0,59476.6678001498
9569,5.202,575.23077,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.54,Orbi_P_E2_WS03B,575.23077:42037 576.23412:15524 577.23748:7555,,0,0,0,0,0,0,145962,157827,129279,0,144355.9765625,0,14341.9718449063
9570,4.554,575.23138,Unknown,[M+H]+,adduct linked to 9795_[M+2Na-H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.48,Orbi_P_E2_WS03B,575.23138:65159 576.23473:22228 577.23809:6818,,0,0,0,0,0,0,196668,206124,174990,0,192593.8125,0,15962.1896573428
9571,10.699,575.2854,Unknown,[M+H]+,,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,112.82,Orbi_P_E2_WS03B,575.2854:19959 576.28875:0 577.29211:0,,62497,107106,64035,42997,87727,51425,144263,131349,104975,69297.8912760417,126862.325520833,23892.5398590293,20024.4227711017
9572,8.717,575.39825,Unknown,[M+3ACN+2H]2+,adduct linked to 11137_[M-C6H10O5+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,45.58,Orbi_P_E2_EXBLANKA,575.39825:110287 576.4016:45481 577.40496:0,,360061,8785,2926,0,0,0,0,2164,2652,61961.9845784505,1605.35278320313,146077.835146725,1411.49309724997
9573,6.572,575.44257,Unknown,[M+NH4]+,adduct linked to 10071_[M+ACN+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.03,Orbi_P_E2_EXBLANKA,575.44257:63215 576.44592:27613 577.44928:0,,168087,0,0,0,0,0,0,0,0,28014.5286458333,0,68621.3005668742,0
9574,6.498,575.44263,Unknown,[M+H-H2O]+,adduct linked to 9754_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.1,Orbi_P_E2_EXBLANKA,575.44263:45113 576.44598:10889 577.44934:0,,104233,0,0,0,0,0,0,0,0,17372.1419270833,0,42552.8834605642,0
9575,0.554,576.1012,Unknown,[M-C6H10O5+H]+,adduct linked to 10777_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6672.38,Orbi_P_E2_WS03C,576.1012:371827 577.10455:0 578.10791:0,,0,0,0,0,0,0,680422,785048,793498,0,752989.020833333,0,62987.1620771451
9576,2.888,576.28754,Unknown,[M+K]+,adduct linked to 8948_[M+H-H2O]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.07,Orbi_P_E2_WS03B,576.28754:24271 577.29089:8759 578.29425:0,,0,0,0,0,0,0,48601,55787,51294,0,51894.21484375,0,3630.59124125085
9577,2.82,576.2879,Unknown,[M+H-2H2O]+,adduct linked to 10543_[M+2K-H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.9,Orbi_P_E2_WS03A,576.2879:71607 577.29125:19454 578.29461:0,,0,0,0,0,0,0,175820,179776,164216,0,173270.682291667,0,8087.18241280677
9578,2.745,576.28815,Unknown,[M+Na]+,adduct linked to 9352_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.2,Orbi_P_E2_WS03C,576.28815:21598 577.2915:6920 578.29486:0,,0,0,0,0,0,0,59028,58863,62341,0,60077.2421875,0,1962.09660087934
9579,3.649,576.31927,Unknown,[M+H]+,adduct linked to 10026_[M+ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.58,Orbi_P_E2_WS03B,576.31927:44253 577.32262:10641 578.32598:0,,0,0,0,0,0,0,105496,112832,110666,0,109664.809895833,0,3768.85097407887
9580,8.028,576.41217,Unknown,[M+ACN+2H]2+,adduct linked to 11385_[M+3H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,39.55,Orbi_P_E2_EXBLANKA,576.41217:82453 577.41552:34982 578.41888:0,,258084,264341,243666,235069,225402,250748,290472,251703,252046,246218.0703125,264740.171875,14518.1817279983,22284.751229651
9581,11.489,576.46796,Unknown,[2M+H]+,adduct linked to 10175_[2M+3H2O+2H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,34.64,Orbi_P_E2_EXBLANKB,576.46796:116469 577.47131:52619 578.47467:11878,,129278,531276,190809,145404,145658,145268,317496,308521,436012,214615.317708333,354009.625,156510.460696419,71157.5924367219
9582,0.468,576.84546,Unknown,[2M+H]+,adduct linked to 4252_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,80.31,Orbi_P_E2_WS03A,576.84546:131623 577.84881:29652 578.85217:0,,209196,159326,210574,122212,179890,139210,325226,271310,190851,170067.920572917,262462.40625,36403.2453688618,67622.835480024
9583,1.816,577.17627,Unknown,[2M+K]+,adduct linked to 4213_[M+NH4]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.23,Orbi_P_E2_WS03A,577.17627:64392 578.17962:28237 579.18298:0,,0,0,0,0,0,0,138633,135354,132847,0,135611.098958333,0,2901.52843251799
9584,2.03,577.19025,Unknown,[M+H+NH4]+,adduct linked to 6958_[M-C6H10O5+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.81,Orbi_P_E2_WS03A,577.19025:32370 578.1936:7614 579.19696:0,,0,0,0,0,0,0,86261,98715,65584,0,83519.765625,0,16734.7160739562
9585,2.461,577.19043,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.53,Orbi_P_E2_WS03A,577.19043:43208 578.19378:13144 579.19714:0,,0,0,1158,0,0,0,156795,168739,161156,193.039286295573,162229.619791667,472.847751735191,6044.04692727601
9586,5.262,577.21814,Unknown,[M+CH3OH+H]+,adduct linked to 9302_[M+Li]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.36,Orbi_P_E2_WS03C,577.21814:49692 578.22149:139169 579.22485:23634,,0,0,0,0,0,0,96641,91298,109710,0,99216.5442708333,0,9472.22957829461
9587,5.962,577.21973,Unknown,[M+H]+,adduct linked to 9757_[M+NH4]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.03,Orbi_P_E2_WS03A,577.21973:55512 578.22308:225088 579.22644:0,,0,0,0,0,0,0,111119,166389,154944,0,144150.580729167,0,29172.8487196499
9588,4.178,577.24133,Unknown,[M+CH3OH+H]+,adduct linked to 8805_[M+H-2H2O]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.28,Orbi_P_E2_WS03A,577.24133:31590 578.24468:17407 579.24804:0,,0,0,0,0,0,0,76608,75263,67697,0,73189.0416666667,0,4803.61477678283
9589,5.833,577.26898,Unknown,[M+CH3OH+H]+,adduct linked to 9643_[M+H+K]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.48,Orbi_P_E2_WS03C,577.26898:27718 578.27233:8734 579.27569:0,,0,0,0,0,0,0,136768,142899,138851,0,139506.03125,0,3117.32692157661
9590,7.396,577.27911,Unknown,[M+K]+,adduct linked to 10022_[M+DMSO+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.55,Orbi_P_E2_WS03B,577.27911:38570 578.28246:6887 579.28582:0,,0,0,0,0,0,0,161609,193971,159528,0,171702.432291667,0,19312.98733395
9591,3.879,577.36963,Unknown,[M+NH4]+,adduct linked to 9737_[M+CH3OH+H]+; adduct linked to 9174_[M+2Na-H]2+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.88,Orbi_P_E2_EXBLANKA,577.36963:21722 578.37298:8139 579.37634:0,,52662,56232,55640,47987,42260,45131,58713,53997,54876,49985.5169270833,55861.9453125,5751.38696700034,2507.6392094802
9592,3.934,577.42145,Unknown,[M+H+K]2+,adduct linked to 9472_[M+NH4]2+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,37.36,Orbi_P_E2_EXBLANKA,577.42145:86303 578.4248:28794 579.42816:0,,228124,161752,158402,0,0,0,2921,2744,0,91379.7942708333,1888.18351236979,103144.698252909,1637.60685196944
9593,7.294,577.53241,Unknown,[M+H]+,adduct linked to 9412_[M+H-H2O]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,39.95,Orbi_P_E2_EXBLANKA,577.53241:166913 578.53576:72627 579.53912:0,,373318,2640,0,0,0,0,0,0,0,62659.6706136068,0,152194.66367762,0
9594,7.362,577.53278,Unknown,[M+Na]+,adduct linked to 9756_[M+K]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,103.27,Orbi_P_E2_EXBLANKA,577.53278:431487 578.53613:159357 579.53949:41495,,1405210,2640,0,0,0,0,0,0,0,234641.69144694,0,573460.168838646,0
